,Absolute Path,File Name,Food Type
16210,./food-101/images/dumplings\1151599.jpg,1151599.jpg,dumplings
16211,./food-101/images/dumplings\944855.jpg,944855.jpg,dumplings
16212,./food-101/images/dumplings\993485.jpg,993485.jpg,dumplings
16213,./food-101/images/dumplings\2754848.jpg,2754848.jpg,dumplings
16214,./food-101/images/dumplings\738668.jpg,738668.jpg,dumplings
16215,./food-101/images/dumplings\463068.jpg,463068.jpg,dumplings
16216,./food-101/images/dumplings\1122206.jpg,1122206.jpg,dumplings
16217,./food-101/images/dumplings\782367.jpg,782367.jpg,dumplings
16218,./food-101/images/dumplings\3185610.jpg,3185610.jpg,dumplings
16219,./food-101/images/dumplings\140004.jpg,140004.jpg,dumplings
16220,./food-101/images/dumplings\289687.jpg,289687.jpg,dumplings
16221,./food-101/images/dumplings\1134560.jpg,1134560.jpg,dumplings
16222,./food-101/images/dumplings\3906101.jpg,3906101.jpg,dumplings
16223,./food-101/images/dumplings\1228546.jpg,1228546.jpg,dumplings
16224,./food-101/images/dumplings\681181.jpg,681181.jpg,dumplings
16225,./food-101/images/dumplings\3863218.jpg,3863218.jpg,dumplings
16226,./food-101/images/dumplings\705438.jpg,705438.jpg,dumplings
16227,./food-101/images/dumplings\3109139.jpg,3109139.jpg,dumplings
16228,./food-101/images/dumplings\451991.jpg,451991.jpg,dumplings
16229,./food-101/images/dumplings\1441970.jpg,1441970.jpg,dumplings
16230,./food-101/images/dumplings\69621.jpg,69621.jpg,dumplings
16231,./food-101/images/dumplings\587831.jpg,587831.jpg,dumplings
16232,./food-101/images/dumplings\680913.jpg,680913.jpg,dumplings
16233,./food-101/images/dumplings\1757155.jpg,1757155.jpg,dumplings
16234,./food-101/images/dumplings\3446235.jpg,3446235.jpg,dumplings
16235,./food-101/images/dumplings\1918394.jpg,1918394.jpg,dumplings
16236,./food-101/images/dumplings\2636909.jpg,2636909.jpg,dumplings
16237,./food-101/images/dumplings\3820655.jpg,3820655.jpg,dumplings
16238,./food-101/images/dumplings\2737016.jpg,2737016.jpg,dumplings
16239,./food-101/images/dumplings\937031.jpg,937031.jpg,dumplings
16240,./food-101/images/dumplings\2583206.jpg,2583206.jpg,dumplings
16241,./food-101/images/dumplings\2536642.jpg,2536642.jpg,dumplings
16242,./food-101/images/dumplings\3793400.jpg,3793400.jpg,dumplings
16243,./food-101/images/dumplings\447362.jpg,447362.jpg,dumplings
16244,./food-101/images/dumplings\1213954.jpg,1213954.jpg,dumplings
16245,./food-101/images/dumplings\3431579.jpg,3431579.jpg,dumplings
16246,./food-101/images/dumplings\911067.jpg,911067.jpg,dumplings
16247,./food-101/images/dumplings\562765.jpg,562765.jpg,dumplings
16248,./food-101/images/dumplings\2275838.jpg,2275838.jpg,dumplings
16249,./food-101/images/dumplings\2538305.jpg,2538305.jpg,dumplings
16250,./food-101/images/dumplings\3152671.jpg,3152671.jpg,dumplings
16251,./food-101/images/dumplings\1566484.jpg,1566484.jpg,dumplings
16252,./food-101/images/dumplings\281135.jpg,281135.jpg,dumplings
16253,./food-101/images/dumplings\2022087.jpg,2022087.jpg,dumplings
16254,./food-101/images/dumplings\2974247.jpg,2974247.jpg,dumplings
16255,./food-101/images/dumplings\2249092.jpg,2249092.jpg,dumplings
16256,./food-101/images/dumplings\1877755.jpg,1877755.jpg,dumplings
16257,./food-101/images/dumplings\429692.jpg,429692.jpg,dumplings
16258,./food-101/images/dumplings\1657475.jpg,1657475.jpg,dumplings
16259,./food-101/images/dumplings\92182.jpg,92182.jpg,dumplings
16260,./food-101/images/dumplings\1869790.jpg,1869790.jpg,dumplings
16261,./food-101/images/dumplings\1190136.jpg,1190136.jpg,dumplings
16262,./food-101/images/dumplings\1872410.jpg,1872410.jpg,dumplings
16263,./food-101/images/dumplings\468796.jpg,468796.jpg,dumplings
16264,./food-101/images/dumplings\117231.jpg,117231.jpg,dumplings
16265,./food-101/images/dumplings\3033503.jpg,3033503.jpg,dumplings
16266,./food-101/images/dumplings\849880.jpg,849880.jpg,dumplings
16267,./food-101/images/dumplings\1123086.jpg,1123086.jpg,dumplings
16268,./food-101/images/dumplings\1468722.jpg,1468722.jpg,dumplings
16269,./food-101/images/dumplings\1675435.jpg,1675435.jpg,dumplings
16270,./food-101/images/dumplings\2190263.jpg,2190263.jpg,dumplings
16271,./food-101/images/dumplings\1431080.jpg,1431080.jpg,dumplings
16272,./food-101/images/dumplings\167000.jpg,167000.jpg,dumplings
16273,./food-101/images/dumplings\1021310.jpg,1021310.jpg,dumplings
16274,./food-101/images/dumplings\3192916.jpg,3192916.jpg,dumplings
16275,./food-101/images/dumplings\2595129.jpg,2595129.jpg,dumplings
16276,./food-101/images/dumplings\367275.jpg,367275.jpg,dumplings
16277,./food-101/images/dumplings\86701.jpg,86701.jpg,dumplings
16278,./food-101/images/dumplings\820643.jpg,820643.jpg,dumplings
16279,./food-101/images/dumplings\2373653.jpg,2373653.jpg,dumplings
16280,./food-101/images/dumplings\1316756.jpg,1316756.jpg,dumplings
16281,./food-101/images/dumplings\3668232.jpg,3668232.jpg,dumplings
16282,./food-101/images/dumplings\2474944.jpg,2474944.jpg,dumplings
16283,./food-101/images/dumplings\820905.jpg,820905.jpg,dumplings
16284,./food-101/images/dumplings\2353524.jpg,2353524.jpg,dumplings
16285,./food-101/images/dumplings\725125.jpg,725125.jpg,dumplings
16286,./food-101/images/dumplings\1794239.jpg,1794239.jpg,dumplings
16287,./food-101/images/dumplings\1059064.jpg,1059064.jpg,dumplings
16288,./food-101/images/dumplings\1764767.jpg,1764767.jpg,dumplings
16289,./food-101/images/dumplings\3536494.jpg,3536494.jpg,dumplings
16290,./food-101/images/dumplings\2182019.jpg,2182019.jpg,dumplings
16291,./food-101/images/dumplings\2788552.jpg,2788552.jpg,dumplings
16292,./food-101/images/dumplings\64451.jpg,64451.jpg,dumplings
16293,./food-101/images/dumplings\987669.jpg,987669.jpg,dumplings
16294,./food-101/images/dumplings\1423917.jpg,1423917.jpg,dumplings
16295,./food-101/images/dumplings\856176.jpg,856176.jpg,dumplings
16296,./food-101/images/dumplings\90206.jpg,90206.jpg,dumplings
16297,./food-101/images/dumplings\1314498.jpg,1314498.jpg,dumplings
16298,./food-101/images/dumplings\38553.jpg,38553.jpg,dumplings
16299,./food-101/images/dumplings\797985.jpg,797985.jpg,dumplings
16300,./food-101/images/dumplings\1464595.jpg,1464595.jpg,dumplings
16301,./food-101/images/dumplings\1640180.jpg,1640180.jpg,dumplings
16302,./food-101/images/dumplings\677238.jpg,677238.jpg,dumplings
16303,./food-101/images/dumplings\281306.jpg,281306.jpg,dumplings
16304,./food-101/images/dumplings\2395380.jpg,2395380.jpg,dumplings
16305,./food-101/images/dumplings\625233.jpg,625233.jpg,dumplings
16306,./food-101/images/dumplings\3781725.jpg,3781725.jpg,dumplings
16307,./food-101/images/dumplings\651599.jpg,651599.jpg,dumplings
16308,./food-101/images/dumplings\2125067.jpg,2125067.jpg,dumplings
16309,./food-101/images/dumplings\1134035.jpg,1134035.jpg,dumplings
16310,./food-101/images/dumplings\3703331.jpg,3703331.jpg,dumplings
16311,./food-101/images/dumplings\560809.jpg,560809.jpg,dumplings
16312,./food-101/images/dumplings\2478984.jpg,2478984.jpg,dumplings
16313,./food-101/images/dumplings\1909073.jpg,1909073.jpg,dumplings
16314,./food-101/images/dumplings\2937061.jpg,2937061.jpg,dumplings
16315,./food-101/images/dumplings\99207.jpg,99207.jpg,dumplings
16316,./food-101/images/dumplings\3407831.jpg,3407831.jpg,dumplings
16317,./food-101/images/dumplings\2670508.jpg,2670508.jpg,dumplings
16318,./food-101/images/dumplings\1532596.jpg,1532596.jpg,dumplings
16319,./food-101/images/dumplings\2909040.jpg,2909040.jpg,dumplings
16320,./food-101/images/dumplings\371280.jpg,371280.jpg,dumplings
16321,./food-101/images/dumplings\10209.jpg,10209.jpg,dumplings
16322,./food-101/images/dumplings\650341.jpg,650341.jpg,dumplings
16323,./food-101/images/dumplings\3687465.jpg,3687465.jpg,dumplings
16324,./food-101/images/dumplings\39676.jpg,39676.jpg,dumplings
16325,./food-101/images/dumplings\999236.jpg,999236.jpg,dumplings
16326,./food-101/images/dumplings\3027905.jpg,3027905.jpg,dumplings
16327,./food-101/images/dumplings\683402.jpg,683402.jpg,dumplings
16328,./food-101/images/dumplings\301876.jpg,301876.jpg,dumplings
16329,./food-101/images/dumplings\3727460.jpg,3727460.jpg,dumplings
16330,./food-101/images/dumplings\1325469.jpg,1325469.jpg,dumplings
16331,./food-101/images/dumplings\1032706.jpg,1032706.jpg,dumplings
16332,./food-101/images/dumplings\747037.jpg,747037.jpg,dumplings
16333,./food-101/images/dumplings\2476430.jpg,2476430.jpg,dumplings
16334,./food-101/images/dumplings\229423.jpg,229423.jpg,dumplings
16335,./food-101/images/dumplings\3363745.jpg,3363745.jpg,dumplings
16336,./food-101/images/dumplings\668594.jpg,668594.jpg,dumplings
16337,./food-101/images/dumplings\1927353.jpg,1927353.jpg,dumplings
16338,./food-101/images/dumplings\3116265.jpg,3116265.jpg,dumplings
16339,./food-101/images/dumplings\3242297.jpg,3242297.jpg,dumplings
16340,./food-101/images/dumplings\2951551.jpg,2951551.jpg,dumplings
16341,./food-101/images/dumplings\766563.jpg,766563.jpg,dumplings
16342,./food-101/images/dumplings\15535.jpg,15535.jpg,dumplings
16343,./food-101/images/dumplings\3166197.jpg,3166197.jpg,dumplings
16344,./food-101/images/dumplings\524288.jpg,524288.jpg,dumplings
16345,./food-101/images/dumplings\1503047.jpg,1503047.jpg,dumplings
16346,./food-101/images/dumplings\1536491.jpg,1536491.jpg,dumplings
16347,./food-101/images/dumplings\1115306.jpg,1115306.jpg,dumplings
16348,./food-101/images/dumplings\1000786.jpg,1000786.jpg,dumplings
16349,./food-101/images/dumplings\2414020.jpg,2414020.jpg,dumplings
16350,./food-101/images/dumplings\235621.jpg,235621.jpg,dumplings
16351,./food-101/images/dumplings\4545.jpg,4545.jpg,dumplings
16352,./food-101/images/dumplings\514964.jpg,514964.jpg,dumplings
16353,./food-101/images/dumplings\79777.jpg,79777.jpg,dumplings
16354,./food-101/images/dumplings\10436.jpg,10436.jpg,dumplings
16355,./food-101/images/dumplings\2825570.jpg,2825570.jpg,dumplings
16356,./food-101/images/dumplings\2600333.jpg,2600333.jpg,dumplings
16357,./food-101/images/dumplings\3683752.jpg,3683752.jpg,dumplings
16358,./food-101/images/dumplings\2977262.jpg,2977262.jpg,dumplings
16359,./food-101/images/dumplings\3687248.jpg,3687248.jpg,dumplings
16360,./food-101/images/dumplings\1788238.jpg,1788238.jpg,dumplings
16361,./food-101/images/dumplings\3362870.jpg,3362870.jpg,dumplings
16362,./food-101/images/dumplings\2755028.jpg,2755028.jpg,dumplings
16363,./food-101/images/dumplings\3713222.jpg,3713222.jpg,dumplings
16364,./food-101/images/dumplings\1461532.jpg,1461532.jpg,dumplings
16365,./food-101/images/dumplings\2384187.jpg,2384187.jpg,dumplings
16366,./food-101/images/dumplings\2277577.jpg,2277577.jpg,dumplings
16367,./food-101/images/dumplings\1987611.jpg,1987611.jpg,dumplings
16368,./food-101/images/dumplings\207290.jpg,207290.jpg,dumplings
16369,./food-101/images/dumplings\1204683.jpg,1204683.jpg,dumplings
16370,./food-101/images/dumplings\31046.jpg,31046.jpg,dumplings
16371,./food-101/images/dumplings\1071015.jpg,1071015.jpg,dumplings
16372,./food-101/images/dumplings\3844253.jpg,3844253.jpg,dumplings
16373,./food-101/images/dumplings\3433698.jpg,3433698.jpg,dumplings
16374,./food-101/images/dumplings\3756143.jpg,3756143.jpg,dumplings
16375,./food-101/images/dumplings\607849.jpg,607849.jpg,dumplings
16376,./food-101/images/dumplings\11823.jpg,11823.jpg,dumplings
16377,./food-101/images/dumplings\3531449.jpg,3531449.jpg,dumplings
16378,./food-101/images/dumplings\128980.jpg,128980.jpg,dumplings
16379,./food-101/images/dumplings\2822005.jpg,2822005.jpg,dumplings
16380,./food-101/images/dumplings\509706.jpg,509706.jpg,dumplings
16381,./food-101/images/dumplings\85343.jpg,85343.jpg,dumplings
16382,./food-101/images/dumplings\1884581.jpg,1884581.jpg,dumplings
16383,./food-101/images/dumplings\3573504.jpg,3573504.jpg,dumplings
16384,./food-101/images/dumplings\3042784.jpg,3042784.jpg,dumplings
16385,./food-101/images/dumplings\733998.jpg,733998.jpg,dumplings
16386,./food-101/images/dumplings\2938136.jpg,2938136.jpg,dumplings
16387,./food-101/images/dumplings\3458910.jpg,3458910.jpg,dumplings
16388,./food-101/images/dumplings\129257.jpg,129257.jpg,dumplings
16389,./food-101/images/dumplings\2330342.jpg,2330342.jpg,dumplings
16390,./food-101/images/dumplings\3061004.jpg,3061004.jpg,dumplings
16391,./food-101/images/dumplings\443930.jpg,443930.jpg,dumplings
16392,./food-101/images/dumplings\3453898.jpg,3453898.jpg,dumplings
16393,./food-101/images/dumplings\2406156.jpg,2406156.jpg,dumplings
16394,./food-101/images/dumplings\151531.jpg,151531.jpg,dumplings
16395,./food-101/images/dumplings\441989.jpg,441989.jpg,dumplings
16396,./food-101/images/dumplings\2834398.jpg,2834398.jpg,dumplings
16397,./food-101/images/dumplings\2060174.jpg,2060174.jpg,dumplings
16398,./food-101/images/dumplings\3855005.jpg,3855005.jpg,dumplings
16399,./food-101/images/dumplings\1249994.jpg,1249994.jpg,dumplings
16400,./food-101/images/dumplings\2001061.jpg,2001061.jpg,dumplings
16401,./food-101/images/dumplings\1906501.jpg,1906501.jpg,dumplings
16402,./food-101/images/dumplings\437391.jpg,437391.jpg,dumplings
16403,./food-101/images/dumplings\2051652.jpg,2051652.jpg,dumplings
16404,./food-101/images/dumplings\2531748.jpg,2531748.jpg,dumplings
16405,./food-101/images/dumplings\1312279.jpg,1312279.jpg,dumplings
16406,./food-101/images/dumplings\2942258.jpg,2942258.jpg,dumplings
16407,./food-101/images/dumplings\1614826.jpg,1614826.jpg,dumplings
16408,./food-101/images/dumplings\3727456.jpg,3727456.jpg,dumplings
16409,./food-101/images/dumplings\266283.jpg,266283.jpg,dumplings
16410,./food-101/images/dumplings\774604.jpg,774604.jpg,dumplings
16411,./food-101/images/dumplings\249816.jpg,249816.jpg,dumplings
16412,./food-101/images/dumplings\490119.jpg,490119.jpg,dumplings
16413,./food-101/images/dumplings\790085.jpg,790085.jpg,dumplings
16414,./food-101/images/dumplings\326133.jpg,326133.jpg,dumplings
16415,./food-101/images/dumplings\314087.jpg,314087.jpg,dumplings
16416,./food-101/images/dumplings\3914622.jpg,3914622.jpg,dumplings
16417,./food-101/images/dumplings\929282.jpg,929282.jpg,dumplings
16418,./food-101/images/dumplings\1563646.jpg,1563646.jpg,dumplings
16419,./food-101/images/dumplings\2975772.jpg,2975772.jpg,dumplings
16420,./food-101/images/dumplings\1322169.jpg,1322169.jpg,dumplings
16421,./food-101/images/dumplings\1542637.jpg,1542637.jpg,dumplings
16422,./food-101/images/dumplings\650770.jpg,650770.jpg,dumplings
16423,./food-101/images/dumplings\2185553.jpg,2185553.jpg,dumplings
16424,./food-101/images/dumplings\2702410.jpg,2702410.jpg,dumplings
16425,./food-101/images/dumplings\2840294.jpg,2840294.jpg,dumplings
16426,./food-101/images/dumplings\383579.jpg,383579.jpg,dumplings
16427,./food-101/images/dumplings\2887535.jpg,2887535.jpg,dumplings
16428,./food-101/images/dumplings\135970.jpg,135970.jpg,dumplings
16429,./food-101/images/dumplings\2308151.jpg,2308151.jpg,dumplings
16430,./food-101/images/dumplings\3215948.jpg,3215948.jpg,dumplings
16431,./food-101/images/dumplings\932360.jpg,932360.jpg,dumplings
16432,./food-101/images/dumplings\322034.jpg,322034.jpg,dumplings
16433,./food-101/images/dumplings\1545451.jpg,1545451.jpg,dumplings
16434,./food-101/images/dumplings\3812695.jpg,3812695.jpg,dumplings
16435,./food-101/images/dumplings\100251.jpg,100251.jpg,dumplings
16436,./food-101/images/dumplings\3696219.jpg,3696219.jpg,dumplings
16437,./food-101/images/dumplings\35818.jpg,35818.jpg,dumplings
16438,./food-101/images/dumplings\3030640.jpg,3030640.jpg,dumplings
16439,./food-101/images/dumplings\625116.jpg,625116.jpg,dumplings
16440,./food-101/images/dumplings\3668180.jpg,3668180.jpg,dumplings
16441,./food-101/images/dumplings\357383.jpg,357383.jpg,dumplings
16442,./food-101/images/dumplings\113059.jpg,113059.jpg,dumplings
16443,./food-101/images/dumplings\722644.jpg,722644.jpg,dumplings
16444,./food-101/images/dumplings\1376074.jpg,1376074.jpg,dumplings
16445,./food-101/images/dumplings\1176218.jpg,1176218.jpg,dumplings
16446,./food-101/images/dumplings\368958.jpg,368958.jpg,dumplings
16447,./food-101/images/dumplings\2000371.jpg,2000371.jpg,dumplings
16448,./food-101/images/dumplings\1658040.jpg,1658040.jpg,dumplings
16449,./food-101/images/dumplings\1318743.jpg,1318743.jpg,dumplings
16450,./food-101/images/dumplings\458324.jpg,458324.jpg,dumplings
16451,./food-101/images/dumplings\1118687.jpg,1118687.jpg,dumplings
16452,./food-101/images/dumplings\3116872.jpg,3116872.jpg,dumplings
16453,./food-101/images/dumplings\2642265.jpg,2642265.jpg,dumplings
16454,./food-101/images/dumplings\2561548.jpg,2561548.jpg,dumplings
16455,./food-101/images/dumplings\1308246.jpg,1308246.jpg,dumplings
16456,./food-101/images/dumplings\1796924.jpg,1796924.jpg,dumplings
16457,./food-101/images/dumplings\2800182.jpg,2800182.jpg,dumplings
16458,./food-101/images/dumplings\2256054.jpg,2256054.jpg,dumplings
16459,./food-101/images/dumplings\876327.jpg,876327.jpg,dumplings
16460,./food-101/images/dumplings\2571523.jpg,2571523.jpg,dumplings
16461,./food-101/images/dumplings\178839.jpg,178839.jpg,dumplings
16462,./food-101/images/dumplings\3337828.jpg,3337828.jpg,dumplings
16463,./food-101/images/dumplings\3337925.jpg,3337925.jpg,dumplings
16464,./food-101/images/dumplings\1017628.jpg,1017628.jpg,dumplings
16465,./food-101/images/dumplings\229306.jpg,229306.jpg,dumplings
16466,./food-101/images/dumplings\630868.jpg,630868.jpg,dumplings
16467,./food-101/images/dumplings\3256745.jpg,3256745.jpg,dumplings
16468,./food-101/images/dumplings\151775.jpg,151775.jpg,dumplings
16469,./food-101/images/dumplings\1524787.jpg,1524787.jpg,dumplings
16470,./food-101/images/dumplings\1711792.jpg,1711792.jpg,dumplings
16471,./food-101/images/dumplings\2325370.jpg,2325370.jpg,dumplings
16472,./food-101/images/dumplings\3554779.jpg,3554779.jpg,dumplings
16473,./food-101/images/dumplings\443.jpg,443.jpg,dumplings
16474,./food-101/images/dumplings\1558167.jpg,1558167.jpg,dumplings
16475,./food-101/images/dumplings\1722447.jpg,1722447.jpg,dumplings
16476,./food-101/images/dumplings\2439507.jpg,2439507.jpg,dumplings
16477,./food-101/images/dumplings\1480996.jpg,1480996.jpg,dumplings
16478,./food-101/images/dumplings\2031536.jpg,2031536.jpg,dumplings
16479,./food-101/images/dumplings\468059.jpg,468059.jpg,dumplings
16480,./food-101/images/dumplings\3206457.jpg,3206457.jpg,dumplings
16481,./food-101/images/dumplings\710227.jpg,710227.jpg,dumplings
16482,./food-101/images/dumplings\1098436.jpg,1098436.jpg,dumplings
16483,./food-101/images/dumplings\2222451.jpg,2222451.jpg,dumplings
16484,./food-101/images/dumplings\2106100.jpg,2106100.jpg,dumplings
16485,./food-101/images/dumplings\3182351.jpg,3182351.jpg,dumplings
16486,./food-101/images/dumplings\2755034.jpg,2755034.jpg,dumplings
16487,./food-101/images/dumplings\418178.jpg,418178.jpg,dumplings
16488,./food-101/images/dumplings\3905871.jpg,3905871.jpg,dumplings
16489,./food-101/images/dumplings\3870583.jpg,3870583.jpg,dumplings
16490,./food-101/images/dumplings\1245093.jpg,1245093.jpg,dumplings
16491,./food-101/images/dumplings\169172.jpg,169172.jpg,dumplings
16492,./food-101/images/dumplings\1916787.jpg,1916787.jpg,dumplings
16493,./food-101/images/dumplings\1086100.jpg,1086100.jpg,dumplings
16494,./food-101/images/dumplings\641609.jpg,641609.jpg,dumplings
16495,./food-101/images/dumplings\521158.jpg,521158.jpg,dumplings
16496,./food-101/images/dumplings\1174102.jpg,1174102.jpg,dumplings
16497,./food-101/images/dumplings\2647385.jpg,2647385.jpg,dumplings
16498,./food-101/images/dumplings\813894.jpg,813894.jpg,dumplings
16499,./food-101/images/dumplings\4171.jpg,4171.jpg,dumplings
16500,./food-101/images/edamame\2166372.jpg,2166372.jpg,edamame
16501,./food-101/images/edamame\3663707.jpg,3663707.jpg,edamame
16502,./food-101/images/edamame\561133.jpg,561133.jpg,edamame
16503,./food-101/images/edamame\1076404.jpg,1076404.jpg,edamame
16504,./food-101/images/edamame\2899388.jpg,2899388.jpg,edamame
16505,./food-101/images/edamame\3747327.jpg,3747327.jpg,edamame
16506,./food-101/images/edamame\2509804.jpg,2509804.jpg,edamame
16507,./food-101/images/edamame\3463688.jpg,3463688.jpg,edamame
16508,./food-101/images/edamame\4321.jpg,4321.jpg,edamame
16509,./food-101/images/edamame\2311951.jpg,2311951.jpg,edamame
16510,./food-101/images/edamame\3228776.jpg,3228776.jpg,edamame
16511,./food-101/images/edamame\995921.jpg,995921.jpg,edamame
16512,./food-101/images/edamame\1258489.jpg,1258489.jpg,edamame
16513,./food-101/images/edamame\1129866.jpg,1129866.jpg,edamame
16514,./food-101/images/edamame\1721784.jpg,1721784.jpg,edamame
16515,./food-101/images/edamame\3063528.jpg,3063528.jpg,edamame
16516,./food-101/images/edamame\2908051.jpg,2908051.jpg,edamame
16517,./food-101/images/edamame\3130749.jpg,3130749.jpg,edamame
16518,./food-101/images/edamame\1693594.jpg,1693594.jpg,edamame
16519,./food-101/images/edamame\1534142.jpg,1534142.jpg,edamame
16520,./food-101/images/edamame\3052183.jpg,3052183.jpg,edamame
16521,./food-101/images/edamame\68444.jpg,68444.jpg,edamame
16522,./food-101/images/edamame\3624765.jpg,3624765.jpg,edamame
16523,./food-101/images/edamame\1147613.jpg,1147613.jpg,edamame
16524,./food-101/images/edamame\3213278.jpg,3213278.jpg,edamame
16525,./food-101/images/edamame\181449.jpg,181449.jpg,edamame
16526,./food-101/images/edamame\3156052.jpg,3156052.jpg,edamame
16527,./food-101/images/edamame\929699.jpg,929699.jpg,edamame
16528,./food-101/images/edamame\231718.jpg,231718.jpg,edamame
16529,./food-101/images/edamame\1985629.jpg,1985629.jpg,edamame
16530,./food-101/images/edamame\2324336.jpg,2324336.jpg,edamame
16531,./food-101/images/edamame\3041151.jpg,3041151.jpg,edamame
16532,./food-101/images/edamame\2499082.jpg,2499082.jpg,edamame
16533,./food-101/images/edamame\1891913.jpg,1891913.jpg,edamame
16534,./food-101/images/edamame\3728504.jpg,3728504.jpg,edamame
16535,./food-101/images/edamame\929593.jpg,929593.jpg,edamame
16536,./food-101/images/edamame\1579902.jpg,1579902.jpg,edamame
16537,./food-101/images/edamame\2058283.jpg,2058283.jpg,edamame
16538,./food-101/images/edamame\402056.jpg,402056.jpg,edamame
16539,./food-101/images/edamame\3069253.jpg,3069253.jpg,edamame
16540,./food-101/images/edamame\2835349.jpg,2835349.jpg,edamame
16541,./food-101/images/edamame\1622192.jpg,1622192.jpg,edamame
16542,./food-101/images/edamame\1589036.jpg,1589036.jpg,edamame
16543,./food-101/images/edamame\1037870.jpg,1037870.jpg,edamame
16544,./food-101/images/edamame\3031110.jpg,3031110.jpg,edamame
16545,./food-101/images/edamame\3433811.jpg,3433811.jpg,edamame
16546,./food-101/images/edamame\1295200.jpg,1295200.jpg,edamame
16547,./food-101/images/edamame\2172153.jpg,2172153.jpg,edamame
16548,./food-101/images/edamame\2544098.jpg,2544098.jpg,edamame
16549,./food-101/images/edamame\2974107.jpg,2974107.jpg,edamame
16550,./food-101/images/edamame\3127905.jpg,3127905.jpg,edamame
16551,./food-101/images/edamame\1967002.jpg,1967002.jpg,edamame
16552,./food-101/images/edamame\3031512.jpg,3031512.jpg,edamame
16553,./food-101/images/edamame\1358610.jpg,1358610.jpg,edamame
16554,./food-101/images/edamame\1238530.jpg,1238530.jpg,edamame
16555,./food-101/images/edamame\51417.jpg,51417.jpg,edamame
16556,./food-101/images/edamame\1202767.jpg,1202767.jpg,edamame
16557,./food-101/images/edamame\691572.jpg,691572.jpg,edamame
16558,./food-101/images/edamame\118247.jpg,118247.jpg,edamame
16559,./food-101/images/edamame\614712.jpg,614712.jpg,edamame
16560,./food-101/images/edamame\2707729.jpg,2707729.jpg,edamame
16561,./food-101/images/edamame\2483113.jpg,2483113.jpg,edamame
16562,./food-101/images/edamame\3582512.jpg,3582512.jpg,edamame
16563,./food-101/images/edamame\313547.jpg,313547.jpg,edamame
16564,./food-101/images/edamame\1339550.jpg,1339550.jpg,edamame
16565,./food-101/images/edamame\1333048.jpg,1333048.jpg,edamame
16566,./food-101/images/edamame\320996.jpg,320996.jpg,edamame
16567,./food-101/images/edamame\3039972.jpg,3039972.jpg,edamame
16568,./food-101/images/edamame\887826.jpg,887826.jpg,edamame
16569,./food-101/images/edamame\1470263.jpg,1470263.jpg,edamame
16570,./food-101/images/edamame\97859.jpg,97859.jpg,edamame
16571,./food-101/images/edamame\1356440.jpg,1356440.jpg,edamame
16572,./food-101/images/edamame\2426525.jpg,2426525.jpg,edamame
16573,./food-101/images/edamame\519814.jpg,519814.jpg,edamame
16574,./food-101/images/edamame\2949915.jpg,2949915.jpg,edamame
16575,./food-101/images/edamame\1840193.jpg,1840193.jpg,edamame
16576,./food-101/images/edamame\1018242.jpg,1018242.jpg,edamame
16577,./food-101/images/edamame\3414104.jpg,3414104.jpg,edamame
16578,./food-101/images/edamame\1346279.jpg,1346279.jpg,edamame
16579,./food-101/images/edamame\2613978.jpg,2613978.jpg,edamame
16580,./food-101/images/edamame\1095703.jpg,1095703.jpg,edamame
16581,./food-101/images/edamame\3685563.jpg,3685563.jpg,edamame
16582,./food-101/images/edamame\863288.jpg,863288.jpg,edamame
16583,./food-101/images/edamame\2230705.jpg,2230705.jpg,edamame
16584,./food-101/images/edamame\3272484.jpg,3272484.jpg,edamame
16585,./food-101/images/edamame\1960149.jpg,1960149.jpg,edamame
16586,./food-101/images/edamame\765568.jpg,765568.jpg,edamame
16587,./food-101/images/edamame\3073801.jpg,3073801.jpg,edamame
16588,./food-101/images/edamame\3590232.jpg,3590232.jpg,edamame
16589,./food-101/images/edamame\229466.jpg,229466.jpg,edamame
16590,./food-101/images/edamame\2534967.jpg,2534967.jpg,edamame
16591,./food-101/images/edamame\1151957.jpg,1151957.jpg,edamame
16592,./food-101/images/edamame\1438749.jpg,1438749.jpg,edamame
16593,./food-101/images/edamame\107177.jpg,107177.jpg,edamame
16594,./food-101/images/edamame\3301016.jpg,3301016.jpg,edamame
16595,./food-101/images/edamame\2239618.jpg,2239618.jpg,edamame
16596,./food-101/images/edamame\1416646.jpg,1416646.jpg,edamame
16597,./food-101/images/edamame\2004711.jpg,2004711.jpg,edamame
16598,./food-101/images/edamame\368711.jpg,368711.jpg,edamame
16599,./food-101/images/edamame\262406.jpg,262406.jpg,edamame
16600,./food-101/images/edamame\587222.jpg,587222.jpg,edamame
16601,./food-101/images/edamame\1264036.jpg,1264036.jpg,edamame
16602,./food-101/images/edamame\1506357.jpg,1506357.jpg,edamame
16603,./food-101/images/edamame\2421894.jpg,2421894.jpg,edamame
16604,./food-101/images/edamame\157894.jpg,157894.jpg,edamame
16605,./food-101/images/edamame\666368.jpg,666368.jpg,edamame
16606,./food-101/images/edamame\2725362.jpg,2725362.jpg,edamame
16607,./food-101/images/edamame\2405091.jpg,2405091.jpg,edamame
16608,./food-101/images/edamame\2022836.jpg,2022836.jpg,edamame
16609,./food-101/images/edamame\742830.jpg,742830.jpg,edamame
16610,./food-101/images/edamame\322249.jpg,322249.jpg,edamame
16611,./food-101/images/edamame\627386.jpg,627386.jpg,edamame
